PAC,long,lat
727958,-45.45875201679212,-22.42422467472892
727965,-45.458673243375415,-22.42390871141788
727993,-45.4599903679611,-22.425531066805263
728000,-45.45965039544933,-22.42556817013491
728007,-45.45939790359034,-22.4256140580423
727979,-45.45913110441688,-22.425741290528094
728007,-45.45893226431252,-22.42585026227971
728014,-45.45873837047935,-22.42598632161139
728021,-45.458612673136315,-22.42617638972854
728028,-45.45854566375135,-22.42648373213848
729001,-45.45893226431252,-22.42585026227971
729001,-45.45893116534097,-22.42551601215422
728063,-45.459048167139144,-22.419724954642902
728070,-45.459008292098986,-22.419417915304507
728084,-45.45898829477392,-22.419246328255383
728091,-45.45895825471962,-22.418975396697135
728098,-45.45868628354509,-22.419003270284634
728105,-45.45893822861632,-22.418794775958077
728042,-45.458903330424334,-22.41852385788968
728105,-45.458887954715294,-22.418279986032474
728112,-45.45886804642316,-22.418135500053268
728119,-45.45871133865734,-22.417756521246417
728126,-45.45857459763954,-22.417540096698076
728133,-45.458372658471376,-22.418182075942013
728147,-45.458457467238304,-22.417377818531463
728154,-45.4584479587063,-22.41744108313941
728161,-45.458224897161244,-22.417568189720157
730471,-45.45834362835575,-22.418218293439452
728175,-45.45799217869603,-22.417713392459063
728189,-45.45897492725106,-22.418135196981723
728189,-45.45883842275498,-22.417991041952973
728189,-45.45866406129733,-22.41815414749584
728196,-45.45919139047027,-22.41895666651692
728196,-45.45895843278538,-22.419029599736177
728196,-45.45889998584562,-22.418984595862355
728462,-45.45946880254314,-22.423536062039602
728469,-45.45913855080346,-22.42357313659096
728476,-45.45911890960997,-22.4235099547206
728483,-45.45905983674203,-22.42327524155911
728490,-45.45864317364351,-22.42362874616964
728497,-45.45899089921056,-22.42299538692754
728441,-45.458723748402235,-22.42301421333525
728497,-45.458437223499004,-22.423051161981505
728518,-45.45859461924624,-22.42363791835521
728525,-45.45859447085809,-22.423592749006104
728532,-45.45850592271012,-22.423258746194165
728532,-45.45822351400392,-22.423069836403783
728539,-45.45807980773691,-22.423693581893247
728546,-45.45797099786324,-22.42310668792328
728567,-45.459217147053664,-22.423834895963637
728567,-45.45917735834837,-22.423554957695103
728567,-45.45887628691105,-22.423600983198753
728770,-45.45930935274441,-22.428234136596075
728777,-45.459114595562085,-22.428108216221176
728784,-45.45884168549537,-22.42785604272217
728791,-45.4586951877327,-22.427630611463485
728756,-45.45860222211479,-22.427432130188606
728791,-45.458567174635334,-22.427116043670424
728798,-45.45854676092421,-22.426817983163346
728805,-45.45854566375135,-22.42648373213848
728840,-45.45942643368295,-22.42837834648344
728847,-45.45911504072649,-22.42824372336912
728847,-45.45858993197976,-22.428127774677023
728854,-45.45882266663273,-22.427982571038797
728868,-45.45865676419828,-22.42776622922804
728819,-45.458515155150224,-22.427549818169553
728868,-45.45844135768249,-22.427269977027777
728875,-45.458411316728814,-22.42699904546953
728889,-45.45839937463137,-22.42632153760883
728896,-45.458410188978974,-22.426655760754727
729008,-45.45871780927945,-22.425643091755262
729008,-45.45845447339519,-22.42534572102818
729015,-45.45855185018769,-22.42540868256458
728987,-45.4583907798106,-22.425183291775454
729015,-45.458210127595294,-22.424912788294478
729015,-45.45852177955646,-22.425128717316397
729288,-45.45866634557535,-22.424766950634194
729288,-45.45795686681589,-22.42472379396787
729260,-45.45875456906805,-22.425001581957417
729267,-45.45888133390639,-22.425136730275824
729274,-45.45890941613658,-22.424811430203306
729281,-45.45823868556687,-22.42473202905984
729295,-45.45828709157598,-22.424677688424538
729239,-45.45819386335609,-22.424397902141436
729295,-45.45808117110914,-22.424109137027017
729302,-45.457983055073896,-22.423820330543776
730030,-45.45793844060648,-22.42503099878155
730037,-45.45788239125932,-22.42571773368644
731738,-45.45792919827386,-22.4251755674984
730016,-45.45781789817744,-22.425311391207686
731738,-45.457502040087036,-22.4252942177539
731738,-45.457900639402965,-22.425356325833718
730345,-45.457943713331645,-22.423675900322507
730352,-45.45793361214646,-22.423558488433457
730359,-45.457707757307105,-22.42283641646742
730366,-45.45773983882248,-22.423730681625614
730373,-45.4577882745092,-22.423685374680247
730310,-45.457743631263554,-22.423405450800885
730373,-45.45771848082319,-22.4231435385434
730373,-45.45781609233876,-22.423278770498825
730373,-45.45784601278319,-22.42351356729722
730380,-45.45797307169988,-22.42373905431384
730387,-45.457707757307105,-22.42283641646742
730408,-45.457708586482056,-22.423089363383383
730408,-45.45763102984813,-22.423143786756327
730408,-45.45788357656579,-22.423115968926766
730415,-45.45797099786324,-22.42310668792328
730415,-45.45789382613913,-22.423278550164923
730415,-45.45784441378862,-22.42302574174454
730422,-45.45807980773691,-22.423693581893247
730422,-45.457983055073896,-22.423820330543776
730422,-45.457943713331645,-22.423675900322507
730450,-45.45850359796265,-22.41959099253023
730457,-45.458473588485276,-22.41932909466192
730464,-45.45837375564429,-22.41851632696688
730478,-45.45834362835575,-22.418218293439452
730492,-45.45843368466677,-22.41901302163359
730499,-45.458372658471376,-22.418182075942013
730506,-45.45828802687089,-22.419040536391606
730520,-45.45765814440779,-22.419557253564335
730527,-45.45799217869603,-22.417713392459063
730534,-45.45777444653345,-22.419466584814984
730541,-45.45800633852167,-22.419068436958753
730541,-45.457773913235485,-22.419303976597178
730548,-45.45775376932096,-22.419087220199003
730429,-45.457718962859815,-22.41884340320047
730548,-45.457693842996434,-22.418590525532295
730555,-45.45766404216175,-22.41839186439296
730562,-45.457372224748326,-22.41829331758248
730569,-45.45749299380657,-22.41956675490178
730576,-45.457993837945196,-22.41821928539167
730583,-45.45776926463981,-22.417885667489543
730590,-45.457298219537165,-22.41943179813893
730597,-45.45765385194369,-22.418247350534728
730597,-45.45757555876497,-22.41807592806157
730597,-45.45720787364439,-22.4185467321459
730611,-45.457298219537165,-22.41943179813893
730618,-45.457268301790634,-22.41919700134048
730625,-45.457238176300734,-22.41889896781305
730632,-45.45868628354509,-22.419003270284634
730632,-45.4584435493303,-22.419058163103728
730632,-45.458403705766386,-22.418760157455267
731199,-45.457707757307105,-22.42283641646742
731185,-45.457146827663905,-22.42216046263519
731213,-45.457336983015296,-22.422367704206124
731206,-45.456967896750996,-22.42241391856743
731206,-45.45734705542225,-22.42247608240524
731213,-45.45695661385662,-22.42193515368433
731220,-45.456793026277126,-22.422423446884522
731227,-45.45671310622481,-22.42175516426937
731227,-45.45683023752542,-22.421917443335303
731248,-45.456743172359495,-22.422035130416873
731248,-45.45669269790966,-22.421457103762293
731241,-45.456782954769494,-22.422315068685407
731262,-45.4566430517354,-22.42113202402362
731276,-45.45661310431126,-22.420888192635914
731283,-45.45657326344531,-22.42059018698751
731290,-45.456533599745796,-22.420346383478773
731297,-45.45649372920218,-22.420039344140378
731304,-45.45644393643846,-22.419669095052654
731311,-45.45642382489956,-22.419461372344415
731318,-45.45749310172522,-22.42256600831456
731318,-45.45757966417011,-22.422294745805857
731325,-45.45785122795178,-22.422140400558987
731332,-45.45818129802842,-22.422049125666547
731339,-45.45851157584849,-22.42202108750314
731346,-45.45883210681626,-22.42198404173007
731360,-45.45682282621243,-22.422622108023802
731360,-45.456782954769494,-22.422315068685407
731360,-45.45662793053452,-22.422451014702517
731430,-45.45763102984813,-22.423143786756327
731437,-45.45737848313047,-22.423171603686512
731416,-45.45716963267239,-22.42319026192098
731437,-45.45685392656742,-22.423218256916982
731444,-45.45685298137994,-22.422929175241222
731451,-45.4568829297034,-22.42317300572961
731451,-45.45661109702445,-22.42324604506888
731458,-45.45682282621243,-22.422622108023802
731857,-45.45715021990668,-22.42468090979611
731864,-45.45707248520699,-22.42468112923069
731843,-45.45677606236535,-22.424663900018913
731864,-45.456479669201315,-22.424655703597807
731871,-45.45639209951571,-22.424619816151562
731871,-45.456411650777,-22.42465589605274
731885,-45.45594512386833,-22.424621077900383
731899,-45.45618810449736,-22.424638459996913
731913,-45.458432935531505,-22.4158240571345
731920,-45.45814174494552,-22.415915222309593
731927,-45.45784234714654,-22.41646713894727
731934,-45.45786024005798,-22.41599732501652
731934,-45.45769604093948,-22.416295908928987
731941,-45.45753992942417,-22.41609760482055
731955,-45.45740691879422,-22.417019439595435
731962,-45.45740334039181,-22.415926347822676
731969,-45.45735789405154,-22.41688407004375
731976,-45.45720824596373,-22.415692018671677
731983,-45.45715320115926,-22.416685903531572
731990,-45.456958224542404,-22.416487709140426
731997,-45.45677278883312,-22.416235283831213
732004,-45.45695500407015,-22.41550302254643
731906,-45.45664909068296,-22.41554905704328
732004,-45.45658596457059,-22.41555826969835
732011,-45.45666493493877,-22.415937469738367
732018,-45.45650646360235,-22.415016459641834
732032,-45.45606152491939,-22.415632021300723
732039,-45.45586728934387,-22.415659670956984
732053,-45.45580781268035,-22.4152984825389
732067,-45.45548853266962,-22.41571494239065
732081,-45.45799819246258,-22.416584138047483
4418589,-45.45782368441547,-22.41670207244266
732095,-45.45590706815665,-22.415939610124838
732095,-45.45585739590206,-22.415605495796967
732095,-45.455770185945255,-22.41567801263011
732102,-45.45661546772959,-22.415666593038793
732102,-45.456565824253346,-22.415341512400857
732102,-45.45639172899507,-22.41558591935467
732333,-45.4565249320799,-22.419181035676218
733068,-45.45661109702445,-22.42324604506888
733054,-45.456346264668355,-22.42248794626164
733089,-45.456290591237746,-22.423292120035285
733103,-45.45626117531293,-22.423210898664024
733047,-45.45622616290706,-22.422903844936457
733103,-45.45619118107811,-22.42260582489888
733110,-45.45619082674523,-22.422497419720116
733117,-45.45578543754789,-22.423329682019187
733117,-45.45597038042865,-22.42342853280053
733131,-45.45551345738011,-22.42335755021071
733138,-45.45520263819117,-22.423394561809516
733152,-45.455903425003044,-22.423753941691018
733166,-45.45630095772299,-22.423490836932558
733166,-45.45635857908513,-22.423282893890416
733166,-45.45605741861493,-22.423301812928287
733173,-45.456346264668355,-22.42248794626164
733173,-45.45616099803158,-22.422289723991526
733173,-45.4559285934298,-22.422534295521302
733418,-45.45609713357584,-22.417610345441062
733425,-45.45598059582778,-22.417628741972806
733432,-45.45613585118855,-22.417565066374664
733439,-45.45618694077467,-22.41833280411555
733446,-45.456096129932405,-22.417303195486056
733446,-45.45601748511882,-22.417023366934814
733453,-45.45604648645616,-22.416978114848064
733404,-45.45601180140346,-22.416770433508646
733453,-45.45597696886199,-22.41651758282012
733460,-45.4560986669199,-22.418080103613818
733467,-45.45573583004449,-22.417060296695297
733474,-45.45594696478054,-22.416255684052544
733481,-45.45603963092418,-22.417854423243
733488,-45.45590706815665,-22.415939610124838
733502,-45.45551244294484,-22.41708802818988
733642,-45.456645000566255,-22.421728254755124
733656,-45.45616099803158,-22.422289723991526
733663,-45.45609138780725,-22.4218020899944
733670,-45.456071483112396,-22.421657604015195
733628,-45.45599739876093,-22.421287423275942
733670,-45.45597225191784,-22.421025511018456
733684,-45.45593252976238,-22.42076364012985
733691,-45.455882974419694,-22.420465661461037
733698,-45.4558433116195,-22.420221857952356
733705,-45.455793520654424,-22.419851608864633
733712,-45.455743935634075,-22.419544596505887
734265,-45.455743935634075,-22.419544596505887
734272,-45.455704244055596,-22.419291759307214
734279,-45.45565465993457,-22.418984746049148
734286,-45.45560486896949,-22.418614496961425
734251,-45.45555045638844,-22.418316531782466
734286,-45.45551559506862,-22.418054646504686
734293,-45.455466040625254,-22.41775666783593
734307,-45.45542632116775,-22.417494796947267
734314,-45.4553866601662,-22.41725099343853
734321,-45.455366756370665,-22.417106506560003
734342,-45.45551244294484,-22.41708802818988
734342,-45.455346823796845,-22.416952986890806
734342,-45.455191980325594,-22.41714313504758
734650,-45.45595538423356,-22.421811507694883
734657,-45.4559285934298,-22.422534295521302
734657,-45.455647339453094,-22.42269769873974
734664,-45.45563718071128,-22.4225622185715
734671,-45.45567368958905,-22.421839404664752
734678,-45.45551039249057,-22.422418033865142
734678,-45.45537341585043,-22.422129335300554
734685,-45.45546077779261,-22.42210198781646
734629,-45.45536679054493,-22.421587320198626
734692,-45.45533183929291,-22.421298333850984
734692,-45.45541139871705,-22.421858211287372
734699,-45.45566182123599,-22.421179963284658
734706,-45.45539970842975,-22.42125297384564
734706,-45.455282196715984,-22.42097325411237
734713,-45.45524256449272,-22.420738484293565
734741,-45.4558852155302,-22.421152231790018
734755,-45.455100584024706,-22.421895222886178
734755,-45.45510947562178,-22.421642248990565
734755,-45.455178493192875,-22.421949206490638
734769,-45.45546972874496,-22.421867081300718
734769,-45.4554310381119,-22.42192139315773
734769,-45.45514913752265,-22.421886052499303
734958,-45.455346823796845,-22.416952986890806
734965,-45.455277778346726,-22.416636994801422
734972,-45.45548853266962,-22.41571494239065
734979,-45.455228167246105,-22.41632094785342
734937,-45.45509496685918,-22.415697983874793
734986,-45.455059841138734,-22.41535479448811
734986,-45.45511952194835,-22.415779219635226
734993,-45.4550200641246,-22.415074855320256
735000,-45.454980405821004,-22.414831051811575
735007,-45.454940716940484,-22.414578213713526
735014,-45.45498912115096,-22.414523873977544
735028,-45.45464920349792,-22.414570000205288
735035,-45.45428985239471,-22.414616180392386
735049,-45.4552165956693,-22.415751844272165
735049,-45.45516866270356,-22.415950725745347
735049,-45.45489607819144,-22.41578888285062
735077,-45.45524256449272,-22.420738484293565
735084,-45.45521261976654,-22.42049465290586
735091,-45.45541475318828,-22.419906880298242
735098,-45.45517286973211,-22.42022374832726
735098,-45.45518164441734,-22.41993463877253
735056,-45.45506878579579,-22.41959166882043
735105,-45.45503389569768,-22.41932074985266
735105,-45.45512337464396,-22.41994383703843
735112,-45.45498434215364,-22.419022771183904
735119,-45.45494462269613,-22.41876089939592
735714,-45.45497052946632,-22.4207482842059
735721,-45.454940644095416,-22.42052252109744
735728,-45.454900983093864,-22.4202787175887
735735,-45.4548611755028,-22.419989744730913
735742,-45.45480175909387,-22.4196466236927
735700,-45.454757123042725,-22.41936669891396
735742,-45.45472220326701,-22.419086746256312
735756,-45.454871127400565,-22.420061988170175
735777,-45.45528381459633,-22.418488927322073
735798,-45.45494462269613,-22.41876089939592
735798,-45.455002185602325,-22.41853488987323
735805,-45.45490493291629,-22.418508062197247
735812,-45.454845398696136,-22.41812880549992
735819,-45.45479575791785,-22.417803724861983
735826,-45.45475601058138,-22.417532820283384
735833,-45.45469656539416,-22.417180664655916
735763,-45.45464224364457,-22.41690980054682
735833,-45.454607354445784,-22.416638881579104
735840,-45.45455789083394,-22.416368003980153
735847,-45.45450848657737,-22.41611519376113
735854,-45.45489607819144,-22.41578888285062
735861,-45.45446865200665,-22.41581718721335
735868,-45.45452703689318,-22.415844124606622
735868,-45.454438768434386,-22.41559142320557
735882,-45.454438768434386,-22.41559142320557
735889,-45.45438930572186,-22.415320545606676
735896,-45.454349588962316,-22.41505867381869
736617,-45.45436644495544,-22.417253864973873
736617,-45.45446410773235,-22.417407167007127
736624,-45.45441476193167,-22.417172424167973
736638,-45.45438476144756,-22.416910525400397
736645,-45.454345102244645,-22.41666672099234
736610,-45.45431030207874,-22.416422903993805
736645,-45.454275443456936,-22.416161018715968
736652,-45.45420634224888,-22.415826958347395
736659,-45.45417736968983,-22.41588124322476
736659,-45.454166655166944,-22.415574120249403
736673,-45.45412679181794,-22.415267080011688
736680,-45.45406776031882,-22.415041397842174
736687,-45.45397966902647,-22.414842899480163
736715,-45.454503914424095,-22.417696139864915
736722,-45.454386936008234,-22.41757902745013
736722,-45.454543602405295,-22.41794897706359
736785,-45.45435007909282,-22.4211836576996
736792,-45.45431036053469,-22.420921785911673
736799,-45.45427070043246,-22.420677982402935
736771,-45.454226182192485,-22.42043419238405
736799,-45.454181488584766,-22.420136199326066
736967,-45.4542710664565,-22.414814979127925
736960,-45.454100269911464,-22.414580577131858
736967,-45.45387126474702,-22.414373440781617
736967,-45.4538625170415,-22.414671584026337
736974,-45.453657128973305,-22.414256601760712
736981,-45.45344308043377,-22.41416686291035
736988,-45.45323892443679,-22.41413130011938
910833,-45.45357035788567,-22.414464624842537
736995,-45.45320000177861,-22.414113341557425
737002,-45.45291799956601,-22.414041860743225
737009,-45.452606820648214,-22.413961427178094
737016,-45.45229567050876,-22.413890027302898
737023,-45.45196505993954,-22.413809646797745
737170,-45.45415151687894,-22.419883334248425
737177,-45.45412142736194,-22.41959433441093
737156,-45.454076880343735,-22.41934150980279
737177,-45.45404208017783,-22.419097692804257
737338,-45.45472220326701,-22.419086746256312
737345,-45.45468251348717,-22.418833908158263
737345,-45.45459315505002,-22.41824695663172
737352,-45.45463290238649,-22.418517861210262
737359,-45.454543602405295,-22.41794897706359
737380,-45.454603988283395,-22.418590214366873
737387,-45.45444638029619,-22.4179311830776
737394,-45.454332045887156,-22.418627114449748
737415,-45.45404208017783,-22.419097692804257
737324,-45.453938119448594,-22.418501747157848
737422,-45.45390326082679,-22.418239861880068
737422,-45.453972684891426,-22.41867329373747
737429,-45.45387343571042,-22.418032166151477
737436,-45.45414531875144,-22.41797719868873
737436,-45.45383374862854,-22.417779328053484
737443,-45.454027635267096,-22.4176432750171
737457,-45.454128088640346,-22.418654789287075
737457,-45.45399255811003,-22.41880874692606
737457,-45.453846429968735,-22.4186917163496
737716,-45.45396828001208,-22.41432799893795
737723,-45.45392856415185,-22.414066127150022
737730,-45.45388878983573,-22.41378618798217
737737,-45.45384907397556,-22.413524316194184
737702,-45.453794726145645,-22.413244417495832
737737,-45.45375986932248,-22.412982532218052
737744,-45.453719978094455,-22.412666457391026
737751,-45.45366080180452,-22.41239560587246
738052,-45.454133340681096,-22.417281621649465
738066,-45.45383374862854,-22.417779328053484
738073,-45.45376429578556,-22.417336861606827
738080,-45.453744393788725,-22.417192375627565
738087,-45.45393458151568,-22.415918060569993
738094,-45.45370461857323,-22.41691243645971
738101,-45.45333695233842,-22.417392265240778
738108,-45.453665049302515,-22.416695733121514
738031,-45.453610700573336,-22.416415835322482
738108,-45.45356615625309,-22.416163010714342
738115,-45.453516987618855,-22.41598247091423
738129,-45.453157604140074,-22.416019614713377
738150,-45.45395853495836,-22.41730921464847
738150,-45.453784169004166,-22.41747231479542
738150,-45.45360889293602,-22.41735536605728
738157,-45.453672331113125,-22.41594589908391
738157,-45.45351672411749,-22.415901165906064
738157,-45.453439258315086,-22.415982688550173
738185,-45.45358789916219,-22.419866849675316
738192,-45.453846429968735,-22.4186917163496
738199,-45.45353828986015,-22.419550802727315
738164,-45.45349365650702,-22.419270877049314
738199,-45.45344887656438,-22.41894578202215
738206,-45.4534191117026,-22.418756153673485
738213,-45.45334968853723,-22.41832272091682
738220,-45.45330997267706,-22.418060849128835
738227,-45.45327022803855,-22.417789943650916
738241,-45.45300148003423,-22.418811528529147
738255,-45.453574486673176,-22.418728615533155
738255,-45.45339923848405,-22.418620700484894
738255,-45.453254019557335,-22.41878371879352
738710,-45.45351672411749,-22.415901165906064
738717,-45.45347694980137,-22.415621226738153
738724,-45.45343729329642,-22.415377422330153
738731,-45.453397548657904,-22.415106516852234
738689,-45.453352946781024,-22.414835624864168
738731,-45.4533477657867,-22.41473626686519
738738,-45.453298130404335,-22.41441118532788
738738,-45.45345402788104,-22.414546256304618
738759,-45.45350313716,-22.414708728724804
738759,-45.453327894366794,-22.414600813676543
738759,-45.45312435260672,-22.41475496107256
738787,-45.45327022803855,-22.417789943650916
738794,-45.45322038581213,-22.417401625384684
738801,-45.45320054317051,-22.417275206785348
738766,-45.45314610630771,-22.416968207017078
738801,-45.453121229261285,-22.416787597969233
738808,-45.453061994515394,-22.41649867997006
738815,-45.452725085993904,-22.41747528525616
738822,-45.45301259205746,-22.416245868851718
738843,-45.45333695233842,-22.417392265240778
738843,-45.453230571533595,-22.41754613924286
738843,-45.45304560886774,-22.417438251174303
739256,-45.45298276963905,-22.416038172223807
739263,-45.452972877995876,-22.41598399706379
739270,-45.4529234467596,-22.415722152255455
739228,-45.45286898291721,-22.415406117897987
739270,-45.45283412699331,-22.415144232620207
739277,-45.45256517574222,-22.41610257987014
739284,-45.45279438415349,-22.41487332624297
739291,-45.452794179108025,-22.414810089513992
739298,-45.452704977152905,-22.414268305537803
740334,-45.452726166079685,-22.41481028017023
740348,-45.45240002873828,-22.41611207581161
740355,-45.4523901074175,-22.416048866961603
740362,-45.45235030612167,-22.415759893204438
740313,-45.452295931312165,-22.41547095991683
740362,-45.45225127187865,-22.41518200054884
740376,-45.45222121743518,-22.414902033502017
740383,-45.45221141302625,-22.414874959411804
740390,-45.45213187068924,-22.414315079277458
741790,-45.45229323694326,-22.416139477255
741797,-45.45210456457397,-22.414884291676685
741811,-45.45174941870067,-22.4162313367068
741818,-45.45139012065749,-22.416295577978474
741825,-45.451739059410045,-22.416032619809528
741832,-45.451689543637485,-22.415743673931388
741839,-45.45164971446269,-22.41544566558497
741846,-45.45158009524516,-22.41494899519995
741867,-45.451205598659385,-22.416323195259224
741874,-45.45148299184655,-22.414967335074437
741769,-45.45115764590861,-22.415013412738745
741874,-45.450977895713265,-22.41501391456046
741881,-45.45116635494327,-22.41620586430912
741888,-45.4511266435797,-22.415943991621873
741895,-45.45080743551472,-22.41638754444955
741902,-45.451086874659495,-22.4156640515547
741909,-45.45104713451758,-22.41539314517746
741930,-45.45197277612266,-22.416194576918144
741930,-45.451778742894646,-22.41628545880684
741930,-45.451700866102044,-22.416240507093676
741937,-45.45139012065749,-22.416295577978474
741937,-45.45121575290466,-22.416458675427464
741937,-45.45108909148831,-22.416350622782943
741944,-45.450997649322005,-22.415113232089936
741944,-45.45096762545552,-22.41484229873305
741944,-45.450871105716885,-22.41504131420527
741951,-45.45180350932446,-22.41493030369054
741951,-45.45160991586488,-22.415156691827804
741951,-45.451560400092376,-22.414867745050344
742301,-45.45060453047466,-22.41674043212521
742301,-45.45051606326564,-22.41642449219654
742308,-45.450871105716885,-22.41504131420527
742315,-45.4502538110645,-22.416452324415218
742322,-45.45055472512041,-22.416361146649535
742329,-45.450505065456355,-22.416027031422345
742280,-45.45045054855393,-22.415692928785575
742329,-45.45040577670517,-22.415367832859147
742336,-45.45037578341561,-22.415105933192194
742343,-45.45032589172649,-22.414699545747396
742350,-45.45027629231697,-22.414383497000756
742364,-45.4499915588633,-22.416480156633895
742371,-45.44996790669347,-22.415170306664265
742378,-45.4501303809123,-22.41734702574462
742385,-45.450080780603514,-22.41703097699792
742392,-45.44994192977617,-22.416155074197263
742399,-45.449734834794754,-22.41520709073461
742406,-45.449661350291024,-22.416526245989417
742413,-45.44990224988885,-22.41590223609927
742420,-45.449852563245145,-22.41555908538345
742434,-45.449852563245145,-22.41555908538345
742441,-45.44980296383568,-22.41524303663681
742455,-45.45055061701731,-22.41508737748046
742455,-45.45036583421586,-22.41503368885361
742455,-45.45021069576694,-22.41513349471495
742462,-45.450031238750626,-22.416732995631207
742462,-45.449971864609836,-22.41639890648429
742462,-45.44995272254005,-22.4164892991418
2649472,-45.45164905346098,-22.413738259513025
742938,-45.451653911598726,-22.413738246023172
742945,-45.4513428504921,-22.413693945419197
742952,-45.45098338337641,-22.413703982752565
742959,-45.45059508939181,-22.41381347251371
742966,-45.45029441455557,-22.413976920698303
742924,-45.45001811584331,-22.41416740250355
742966,-45.4497418171311,-22.414357884308856
742973,-45.44947037475794,-22.41454835082567
742980,-45.44918921700872,-22.414738845221507
742987,-45.448927460334005,-22.41492025016936
742994,-45.44865595860557,-22.415092648406926
743001,-45.44839420103153,-22.415274053354835
743008,-45.44813244255812,-22.415455457403368
743015,-45.447870655306474,-22.415627827762023
743022,-45.44760886715545,-22.4158001972213
743029,-45.44735679438054,-22.415972539700874
743260,-45.44963775567783,-22.418251787789757
743267,-45.4497532762926,-22.417917211210295
743253,-45.44967941407367,-22.41761026450206
743267,-45.44961518179514,-22.417276188844994
743274,-45.44953186320487,-22.418559234521013
743281,-45.449546121056585,-22.416951160367717
743288,-45.449486863827644,-22.41665320598065
743295,-45.44941631201317,-22.418884776511163
743316,-45.452124879359644,-22.41365562350819
743540,-45.449734834794754,-22.41520709073461
743547,-45.44944776580172,-22.416581043480335
743554,-45.449039827026354,-22.41662734687452
743561,-45.44942815878244,-22.41652689440059
743568,-45.4493785899499,-22.416219879343885
743575,-45.44933888218361,-22.415958006656638
743512,-45.449294316279634,-22.415696147459187
743575,-45.44926915414811,-22.415425199713127
743582,-45.44920111144211,-22.415416354880847
743582,-45.449239540372446,-22.41528073981425
743589,-45.449104588106195,-22.41561536945369
743610,-45.44899843572921,-22.4158415120761
743617,-45.44866103617784,-22.416673568430383
743624,-45.448872965914575,-22.416103844316922
743631,-45.44874746732171,-22.41635714196849
743638,-45.448621967829524,-22.416610439620058
743645,-45.448621967829524,-22.416610439620058
743652,-45.448545049714255,-22.416863602373326
743673,-45.44945318061974,-22.415244009703258
743673,-45.449200152764774,-22.415118238615776
743673,-45.449093825919306,-22.415290178199143
169511886,-45.44811456133789,-22.403819823725826
745430,-45.44770917573783,-22.404652067139125
169511672,-45.44814567698137,-22.40443404359621
745423,-45.44824745775395,-22.40436148989079
745437,-45.44872938735131,-22.40467634074048
745444,-45.44884661128202,-22.404874761760823
815745,-45.46150509698259,-22.434009562091546
815752,-45.46128240056231,-22.434254112936912
816165,-45.45967962071791,-22.419687023936945
816172,-45.45963980413359,-22.419398051978476
816179,-45.459599778906636,-22.419045844190293
816151,-45.45956464149498,-22.41870265660225
816179,-45.45952950498264,-22.418359468114943
816193,-45.45947988219075,-22.418043422965525
818566,-45.44767196718749,-22.40668480296125
818573,-45.44738480646362,-22.40651395335624
818580,-45.451375863705096,-22.401353523846012
818608,-45.44769679027462,-22.399267882706567
818636,-45.442677715304285,-22.400429009990773
146380938,-45.453677196445426,-22.42043573472131
843199,-45.45364740190604,-22.42023707268271
843206,-45.45389551226805,-22.42183537570196
843213,-45.45385561744274,-22.42151930087499
843220,-45.453716914104234,-22.420697606509293
843220,-45.45381595823983,-22.421275497366253
910616,-45.461996523420794,-22.42247188796722
910637,-45.45213187068924,-22.414315079277458
910644,-45.451560400092376,-22.414867745050344
910651,-45.45096762545552,-22.41484229873305
910658,-45.4509181114816,-22.41455335195559
910630,-45.451173576499286,-22.413929299797303
910665,-45.45088709746153,-22.413975268643696
910665,-45.45137281590269,-22.41394681049684
910672,-45.45083869145242,-22.41402960658104
910672,-45.45069295001957,-22.41403001307458
910679,-45.45086842303925,-22.41421020213909
910686,-45.45050866364386,-22.414129899874922
910693,-45.45033412322118,-22.41423879338555
910700,-45.450198417323065,-22.414338544388272
910707,-45.449926947070935,-22.41451997901379
910714,-45.449655505597036,-22.414710446429922
910721,-45.449384034445586,-22.41489188015612
910728,-45.44913196526795,-22.41506422443439
910735,-45.44893804715309,-22.41519123838492
910742,-45.448753903769614,-22.415336292735674
910756,-45.4514313168018,-22.414009884448546
910756,-45.4516061189272,-22.41398229504682
910763,-45.451461165300486,-22.41422661566571
3491453,-45.45151076830729,-22.41454266351309
910770,-45.451888091462195,-22.414044743969725
910777,-45.45217009277553,-22.414116226582564
910784,-45.452102166981376,-22.414143518308663
910784,-45.45239370920228,-22.41416077000349
910798,-45.45265625008585,-22.414223271986373
910805,-45.452704977152905,-22.414268305537803
910805,-45.45292853602308,-22.41429478067954
910819,-45.45320079318202,-22.414357254783454
910826,-45.45327858094174,-22.41437510452738
910840,-45.4538625170415,-22.414671584026337
2881382,-45.45397966902647,-22.414842899480163
940667,-45.463043094163424,-22.41868369169896
940674,-45.463173426612286,-22.41843036886638
940674,-45.462922656055696,-22.41899118969161
940681,-45.46331845398345,-22.4182131403241
940688,-45.46344431770103,-22.418077270749393
940695,-45.4636670446983,-22.417850784585994
940702,-45.46390926360158,-22.417642310044528
940709,-45.46417097441088,-22.417451846225674
940716,-45.46431629945761,-22.417324954582966
940723,-45.46452954760048,-22.417170764918808
940737,-45.462884509512435,-22.41920811156507
940744,-45.462836705149755,-22.419443130496006
940751,-45.4628374533857,-22.41966897544279
940758,-45.462877247486915,-22.419948911912684
940765,-45.46291695165593,-22.420201747312717
940772,-45.46298580644975,-22.420454499075845
940779,-45.46304497374649,-22.42071631240782
